Simulation_ID,Wild_type,resistant_to_AMB,resistant_to_CAS
0.0,82853.26554857529,0.0,97469428.06008881
1.0,20949.696756102127,0.0,97526914.78852096
2.0,95969.43371265616,0.0,97456062.81281775
3.0,95937.26264553991,0.0,97456095.59660827
4.0,63530.550780170655,0.0,97489107.83429578
5.0,56047.29471516176,0.0,97496710.19571196
6.0,20265.456964476216,0.0,97526369.73967183
7.0,5204.198242163585,0.0,0.0
8.0,65380.58350423792,0.0,97487225.2111411
9.0,82853.26535904619,0.0,97469428.06028076
10.0,109040.26189959893,0.0,97442742.6423086
11.0,105349.57768667908,0.0,97446503.79836562
12.0,115859.6617828602,0.0,97435792.95882726
13.0,88174.7100210052,0.0,97464005.77285025
14.0,116517.58112147656,0.0,97435122.46078971
15.0,45375.39911854525,0.0,97507492.06743051
16.0,75701.14406250788,0.0,97476714.86927907
17.0,116445.30177310602,0.0,97435196.1220858
18.0,42124.1167683011,0.0,97510755.76526594
19.0,82853.26519852069,0.0,97469428.06044453
20.0,12013.246537453495,0.0,97480337.71512601
21.0,57753.44794300651,0.0,97494979.3708285
22.0,99863.39310812653,0.0,97452094.6482282
23.0,100007.14083857846,0.0,97451948.1597327
24.0,24200.225366067883,0.0,97527097.22398941
25.0,77762.5036726436,0.0,97474614.83120179
26.0,57282.33101713841,0.0,97495457.47348832
27.0,104966.92802585542,0.0,97446893.75212435
28.0,51618.589308796916,0.0,97501194.40913679
29.0,5204.1983442250885,0.0,0.0
30.0,99952.0850888104,0.0,97452004.26523878
31.0,111163.70024245395,0.0,97440578.63974558
32.0,95284.99050658771,0.0,97456760.29047333
33.0,70140.01475822246,0.0,97482379.38643847
34.0,99962.55588462313,0.0,97451993.5932106
35.0,95285.2556220402,0.0,97456760.02427937
36.0,5204.197963003215,0.0,0.0
37.0,111802.9251356679,0.0,97439927.20079868
38.0,5204.197955791512,0.0,0.0
39.0,115969.95113695395,0.0,97435680.56087145
40.0,21547.98996694877,0.0,97527238.42591853
41.0,38500.581878921475,0.0,97514371.08958094
42.0,106074.03393843949,0.0,97445765.51215634
43.0,67187.89852112312,0.0,97485385.43360487
44.0,56338.34021527735,0.0,97496415.0664863
45.0,95284.99177209471,0.0,97456760.28918348
46.0,97075.05992585066,0.0,97454936.12542409
47.0,96763.6256256755,0.0,97455253.492982
48.0,99648.88535547367,0.0,97452313.24587485
49.0,86818.98211532619,0.0,97465387.22638717
50.0,5204.197999473003,0.0,0.0
51.0,5204.198153227499,0.0,0.0
52.0,104360.47431358961,0.0,97447511.78088821
53.0,110521.89178349225,0.0,97441232.71053264
54.0,40274.24300722895,0.0,97512605.09876004
55.0,115969.95075760706,0.0,97435680.56131266
56.0,57518.81506338935,0.0,97495217.49804507
57.0,86833.41017568219,0.0,97465372.52464798
58.0,83761.31357271306,0.0,97468502.83232498
59.0,7430.603313236585,0.0,96576463.82379863
60.0,109130.22131929715,0.0,97442650.96458584
61.0,111478.88736449234,0.0,97440257.43028873
62.0,20949.697078466554,0.0,97526914.78844695
63.0,67187.8989499938,0.0,97485385.43316777
64.0,71080.44038327746,0.0,97481421.555773
65.0,5204.197994998035,0.0,0.0
66.0,15236.545498643749,0.0,97513822.55017135
67.0,107258.29519511963,0.0,97444558.64026871
68.0,54527.27023362306,0.0,97498250.68326391
69.0,57643.43430998898,0.0,97495091.02659935
70.0,120274.0464664647,0.0,97431294.15848286
71.0,56047.29429930528,0.0,97496710.19587095
72.0,5204.197999473003,0.0,0.0
73.0,5204.198121426432,0.0,0.0
74.0,109761.43171575469,0.0,97442007.69763441
75.0,72568.30087471062,0.0,97479906.1718361
76.0,50776.49518305635,0.0,97502045.61256917
77.0,60515.5350552715,0.0,97492173.89641492
78.0,5204.198048102641,0.0,0.0
79.0,65210.85621207164,0.0,97487397.957738
80.0,56047.2938464933,0.0,97496710.1963312
81.0,111892.80937945918,0.0,97439835.59899803
82.0,62859.9461484716,0.0,97489790.0492593
83.0,42028.93321820088,0.0,97510851.0775593
84.0,5204.198096090022,0.0,0.0
85.0,42028.93343114294,0.0,97510851.07734248
86.0,84058.84848857873,0.0,97468199.66536751
87.0,134149.51039310533,0.0,97417153.13047434
88.0,5204.198096730428,0.0,0.0
89.0,108249.43843518214,0.0,97443548.5693018
90.0,56340.67454192985,0.0,97496412.69926386
91.0,20949.69681765431,0.0,97526914.78751314
92.0,5204.197952073235,0.0,0.0
93.0,130513.62644223982,0.0,97420858.63165826
94.0,81029.41467084932,0.0,97471286.39462514
95.0,4472.135927927302,0.0,88034203.81874995
96.0,97894.2647989112,0.0,97454101.31084853
97.0,75849.73803601798,0.0,97476563.49197012
98.0,16648.886638876997,0.0,97519542.81761888
99.0,51061.63731559268,0.0,97501757.4399265
