time,S,RAMB,RCAS,A,B,E
0.0,10000000.0,0.0,0.0,1.2,0.0,100.0
1.0,6626700.781427296,0.0,0.0,1.4564514860381186,0.0,200.22173287566437
2.0,4555605.397675751,0.0,0.0,1.414167287455096,0.0,300.2421752510484
3.0,3261864.2128646835,0.0,0.0,1.3731106982136465,0.0,400.06173140539283
4.0,2434833.537896234,0.0,0.0,1.333246077938736,0.0,499.6808048092379
5.0,1893438.0966969521,1.01,0.0,1.2945388209789104,0.0,599.0997981208652
6.0,1531495.8496253362,1.1835764589905289,0.0,1.2569553263658453,0.0,698.3191131880662
7.0,1285759.1459331103,1.3884061608553686,0.0,1.2204629686460424,0.0,797.3391510494134
8.0,1117827.075258375,1.6300027978678315,0.0,1.185030069559348,0.0,896.1603119345721
9.0,1003946.7538475471,1.9148819064349474,0.0,1.1506258705397117,0.0,994.782995268483
10.0,929209.2030405698,2.2507301646890947,0.0,1.1172205060143112,0.0,1093.2075997023703
11.0,884196.7397779124,2.646605854017058,0.0,1.0847849774778684,0.0,1191.43452308344
12.0,863015.2013838085,3.113174501492072,0.0,1.0532911283196456,0.0,1289.4641624471728
13.0,862123.2534043653,3.662984586502492,0.0,1.0227116193812762,0.0,1387.2969140306714
14.0,879631.2884663816,4.310788891447743,0.0,0.993019905224207,0.0,1484.9331732744593
15.0,914884.8283078976,5.073917654950575,0.0,0.964190211086152,0.0,1582.3733348242974
16.0,968226.354700055,5.972710115381567,0.0,0.9361975105065555,0.0,1679.6177925329685
17.0,1040874.1179888857,7.031011198539077,0.0,0.90901750360164,0.0,1776.6669394620046
18.0,1134882.1791971822,8.276739848976495,0.0,0.8826265959701797,0.0,1873.5211678833714
19.0,1253161.0567572895,9.742534590529086,0.0,0.8570018782116895,0.0,1970.1808692811196
20.0,1399547.3909639574,11.466479982261353,0.0,0.8321211060392493,0.0,2066.646434352994
21.0,1578916.4696421553,13.492914223915436,0.0,0.8079626809696984,0.0,2162.9182530120443
22.0,1797334.5951875178,15.873312588702527,0.0,0.7845056315744396,0.0,2258.9967143882054
23.0,2062249.7677741093,18.667232719529597,0.0,0.761729595274577,0.0,2354.882206829867
24.0,776968.6537150982,21.39887925644436,0.0,1.911729595274577,0.0,2450.5751180164425
25.0,308048.3693336932,24.63139543127556,0.0,1.8562276066271393,0.0,2546.075834625892
26.0,129320.12527821228,28.44008747830827,0.0,1.8023369707313848,0.0,2641.3847426715906
27.0,57611.076513622356,32.92139953524213,0.0,1.750010906242111,0.0,2736.502227391617
28.0,27252.16743308277,38.192186356508856,0.0,1.6992039899861582,0.0,2831.4286732502947
29.0,13685.272725691148,44.39159019541648,0.0,1.6498721175314937,0.0,2926.1644639397346
30.0,7289.958731690354,51.68431458482085,0.0,1.6019724649010676,0.0,3020.70998238136
31.0,4114.22482190297,60.264902922856415,0.0,1.555463451398205,0.0,3115.0656107274212
32.0,2456.1441063237876,70.36295447149492,0.0,1.5103047035112644,0.0,3209.2317303625146
33.0,1548.0919842506776,82.24934773770075,0.0,1.4664570198662275,0.0,3303.2087219050545
34.0,1027.9592725923094,96.24361144918058,0.0,1.4238823371967986,0.0,3396.9969652087275
35.0,717.3938474228737,112.7226314403095,0.0,1.3825436973024712,0.0,3490.5968393638573
36.0,524.8531749750118,132.13092495038836,0.0,1.3424052149658794,0.0,3584.008722698697
37.0,401.4795535071996,154.99275939515672,0.0,1.3034320468015834,0.0,3677.232992780468
38.0,320.22338391122764,181.92644359701407,0.0,1.2655903610092485,0.0,3770.270026415996
39.0,265.5923546777197,213.66117917319104,0.0,1.2288473080049593,0.0,3863.120199651426
40.0,228.43723316045322,251.05693120725883,0.0,1.1931709919051765,0.0,3955.783887784549
41.0,203.2095865024448,295.12785471136505,0.0,1.1585304428385803,0.0,4048.2614653894257
42.0,186.47382198802993,347.06991549749085,0.0,1.1248955900617665,0.0,4140.55330625995
43.0,176.07636744559167,408.2934531957621,0.0,1.0922372358554575,0.0,4232.659783439285
44.0,170.66989557664206,480.4615703340092,0.0,1.0605270301785654,0.0,4324.581269221362
45.0,169.43524518036156,565.5353882350857,0.0,1.0297374460581095,0.0,4416.318135152391
46.0,171.91684131770052,665.827396324513,0.0,0.9998417556936203,0.0,4507.870752032343
47.0,177.92544649030182,784.0643402181984,0.0,0.9708140072552899,0.0,4599.239489916472
48.0,54.26597126228362,887.3719321321906,0.0,2.12081400725529,0.0,4690.4247182162435
49.0,17.464654091296154,1008.8237498823956,0.0,2.0592418083182826,0.0,4781.426805401683
50.0,5.9428746614935015,1151.5139358208194,0.0,1.9994571945579902,0.0,4872.24611930267
51.0,2.141757118552261,1319.100927366051,0.0,1.9414082681890616,0.0,4962.883027009977
52.0,0.0,1515.9059127652963,0.0,1.8850446381404329,0.0,5053.337894875804
53.0,0.0,1747.029355138331,0.0,1.8303173763118807,0.0,5143.611088394085
54.0,0.0,2018.4886337260382,0.0,1.7771789751005527,0.0,5233.7029725807315
55.0,0.0,2337.380598662456,0.0,1.7255833061606003,0.0,5323.613911586049
56.0,0.0,2712.0733001267645,0.0,1.6754855803601174,0.0,5413.344268829094
57.0,0.0,3152.4321014669863,0.0,1.6268423089006216,0.0,5502.8944069991085
58.0,0.0,3670.086250291523,0.0,1.5796112655653296,0.0,5592.264688056966
59.0,0.0,4278.743080516206,0.0,1.5337514500634517,0.0,5681.455473236629
60.0,0.0,4994.558297132886,0.0,1.489223052438689,0.0,5770.467123046591
61.0,0.0,5836.572298513627,0.0,1.4459874185110344,0.0,5859.299997271323
62.0,0.0,6827.224257909318,0.0,1.4040070163218794,0.0,5947.954454972719
63.0,0.0,7992.957762620694,0.0,1.3632454035532975,0.0,6036.430854491548
64.0,0.0,9364.934250049471,0.0,1.3236671958932231,0.0,6124.729553448892
65.0,0.0,10979.873347425824,0.0,1.285238036319063,0.0,6212.850908747583
66.0,0.0,12881.042589826731,0.0,1.2479245652730753,0.0,6300.795276573662
67.0,0.0,15119.422944526985,0.0,1.2116943917036291,0.0,6388.563012397793
68.0,0.0,17755.08120791298,0.0,1.1765160649472033,0.0,6476.154470976704
69.0,0.0,20858.785778967354,0.0,1.142359047426716,0.0,6563.57000635463
70.0,0.0,24513.908683284837,0.0,1.1091936881424869,0.0,6650.809971864733
71.0,0.0,28818.664176173264,0.0,1.0769911969328176,0.0,6737.874720130524
72.0,0.0,32308.916606076175,0.0,2.2269911969328176,0.0,6824.764602967934
73.0,0.0,36419.12669034733,0.0,2.162336425444407,0.0,6911.4799717023225
74.0,0.0,41251.7061458813,0.0,2.09955873343524,0.0,6998.021176833027
75.0,0.0,46927.99825905163,0.0,2.0386036248907105,0.0,7084.388568156437
76.0,0.0,53591.47329180891,0.0,1.9794181859431803,0.0,7170.582494767071
77.0,0.0,61411.51851830696,0.0,1.921951038938548,0.0,7256.603305058785
78.0,0.0,70587.91822707708,0.0,1.8661522978363694,0.0,7342.451346726065
79.0,0.0,81356.13701749912,0.0,1.8119735249048199,0.0,7428.126966765326
80.0,0.0,93993.53996183565,0.0,1.759367688672902,0.0,7513.6305114762445
81.0,0.0,108826.7061440437,0.0,1.7082891231033988,0.0,7598.962326463125
82.0,0.0,126240.01810320954,0.0,1.658693487951133,0.0,7684.122756636256
83.0,0.0,146685.7391668198,0.0,1.6105377302721187,0.0,7769.112146213287
84.0,0.0,170695.82386157702,0.0,1.5637800470501906,0.0,7853.9308387205965
85.0,0.0,198895.74373371445,0.0,1.5183798489086728,0.0,7938.579176994657
86.0,0.0,232020.65203613485,0.0,1.4742977248755804,0.0,8023.057503183421
87.0,0.0,270934.2556317757,0.0,1.431495408171771,0.0,8107.366158747681
88.0,0.0,316650.8105226951,0.0,1.389935742992346,0.0,8191.505484462477
89.0,0.0,370360.70747513673,0.0,1.3495826522524659,0.0,8275.475820418425
90.0,0.0,433460.1642826262,0.0,1.3104011062695795,0.0,8359.27750602311
91.0,0.0,507585.588133176,0.0,1.2723570923548824,0.0,8442.910880002455
92.0,0.0,594653.2105332069,0.0,1.2354175852876055,0.0,8526.376280402073
93.0,0.0,696904.6212578295,0.0,1.1995505186465047,0.0,8609.674044588644
94.0,0.0,816958.8267822921,0.0,1.1647247569736652,0.0,8692.804509251278
95.0,0.0,957871.4185149417,0.0,1.1309100687464542,0.0,8775.768010402846
96.0,0.0,733744.4146790312,0.0,1.0980771001341627,6.0,8858.56488344436
97.0,0.0,567175.7918162993,0.0,1.0661973495165529,5.402763237094199,8941.195462974583
98.0,0.0,442715.02477807796,0.0,1.035243142742191,4.86497509934943,9023.66008298547
99.0,0.0,349174.9815839139,0.0,1.0051876091050909,4.380718102690633,9105.959076798083
100.0,0.0,278442.2549453127,0.0,0.9760046580188088,3.9446637862149996,9188.092777063865
101.0,0.0,224617.63652763775,0.0,0.9476689563677465,3.5520140811432013,9270.061515765949
102.0,0.0,183397.95736222804,0.0,0.9201559065159982,3.1984485158735696,9351.86562422043
103.0,0.0,151632.48995450026,0.0,0.8934416249546518,2.8800766762167034,9433.505433077597
104.0,0.0,127004.77908461215,0.0,0.8675029215690094,2.593395397712676,9514.981272323104
105.0,0.0,107804.27470959157,0.0,0.8423172795077288,2.335250219001889,9596.293471279101
106.0,0.0,92762.15974298595,0.0,0.8178628356364113,2.102800672106597,9677.44235860514
107.0,0.0,80933.06349782087,0.0,0.7941183615586672,1.8934890276990821,9758.428262298938
108.0,0.0,71609.60668470056,0.0,0.7710632451881846,1.7050121514489731,9839.251509696653
109.0,0.0,64260.480933778694,0.0,0.7486774728558038,1.5352961617745662,9919.912427472338
110.0,0.0,58485.44159957851,0.0,0.7269416119360658,1.382473610147909,10000.411341635692
111.0,0.0,53982.493757242155,0.0,0.7058367939781522,1.2448629328600032,10080.748577526048
112.0,0.0,50523.902807085455,0.0,0.6853446983265742,1.1209499481462146,10160.924459796905
113.0,0.0,47938.61951327693,0.0,0.6654475362173901,1.0093711950778361,10240.939312373548
114.0,0.0,46099.39315372606,0.0,0.6461280353361484,0.908898930891395,10320.793458317023
115.0,0.0,44913.33318125268,0.0,0.6273694248241489,0.8184276216757082,10400.487219210498
116.0,0.0,44315.02653845358,0.0,0.6091554207200076,0.7369617777686591,10480.020916632644
117.0,0.0,44261.57749219292,0.0,0.5914702118238869,0.6636050000120159,10559.39487667653
118.0,0.0,44729.093057613405,0.0,0.5742984459721207,0.5975501163361358,10638.609416583835
119.0,0.0,45710.29945009075,0.0,0.5576252167103182,0.5380703001437059,10717.664858445107
120.0,0.0,34766.98885563867,0.0,0.5414360503533806,6.538070300143706,10796.561525734953
121.0,0.0,26678.109856872976,0.0,0.5257168934211939,5.887274309858974,10875.29973288817
122.0,0.0,20664.596921531058,0.0,0.510454100439094,5.30125820133253,10953.879798163895
123.0,0.0,16167.04355885681,0.0,0.495634422092513,4.773573820083918,11032.302039181943
124.0,0.0,12782.337229762592,0.0,0.48124499372552315,4.298414857450784,11110.56677292411
125.0,0.0,10218.883838293446,0.0,0.46727332417329553,3.870552961602433,11188.674315735409
126.0,0.0,8264.90341386389,0.0,0.45370728491877854,3.485280208028616,11266.624983325273
127.0,0.0,6765.929185654267,0.0,0.4405350995641834,3.1383572964848376,11344.419090768779
128.0,0.0,5608.797592495491,0.0,0.427745333608137,2.8259669043857696,11422.056952507792
129.0,0.0,4710.225145651297,0.0,0.41532688451962796,2.544671683376722,11499.53888235212
130.0,0.0,4008.633771616012,0.0,0.40326897210012946,2.291376436903727,11576.865193480537
131.0,0.0,3458.2823968908665,0.0,0.3915611291255321,2.0632940626078917,11654.03619844158
132.0,0.0,3025.040245958701,0.0,0.3801931922597632,1.857914884795442,11731.052209154286
133.0,0.0,2683.332220880426,0.0,0.36915529323220553,1.6729790395371529,11807.913536908325
134.0,0.0,2413.923736885433,0.0,0.35843785027125546,1.5064516085400819,11884.62049236323
135.0,0.0,2202.308875217627,0.0,0.3480315597865858,1.3565002281802958,11961.173385545884
136.0,0.0,2037.5337915586977,0.0,0.3379273882928915,1.2214749273203989,12037.572525843678
137.0,0.0,1911.335495116889,0.0,0.3281165645681081,1.0998899720598265,12113.818221987021
138.0,0.0,1817.510210789006,0.0,0.3185905720392956,0.9904075176488993,12189.910781999943
139.0,0.0,1751.449834074327,0.0,0.3093411413895776,0.8918228876825328,12265.850513033794
140.0,0.0,1709.8022843179147,0.0,0.30036024337971867,0.8030513185950627,12341.637720607785
141.0,0.0,1690.2239352167269,0.0,0.29164008187810814,0.7231160236009042,12417.27270625468
142.0,0.0,1691.2013419320886,0.0,0.28317308709309946,0.6511374447441176,12492.755820515647
143.0,0.0,1711.9256239754495,0.0,0.27495190900183086,0.5863235747931622,12568.087295592151
144.0,0.0,1300.6196163530938,0.0,0.26696941096982274,6.5863235747931625,12643.267479051921
145.0,0.0,996.8678452617236,0.0,0.259218663555813,5.9307244795832235,12718.296666752938
