Simulation_ID,Wild_type,resistant_to_AMB,resistant_to_CAS
0.0,46.221783535764104,10804500.240621328,1.3589362166820316
1.0,47.001237182643884,10804498.152394822,0.0
2.0,54.593979671457426,10804448.38318851,0.0
3.0,41.85948449394523,10804514.750549862,0.0
4.0,42.63152346357827,10804512.394757308,0.0
5.0,44.289112415796026,10804507.187305298,0.0
6.0,43.06661307285849,10804511.268650124,0.0
7.0,229.65717749438934,0.0,0.0
8.0,41.280408081882584,10804516.196644463,0.0
9.0,55.191756843613646,10804442.416095417,0.0
10.0,46.28001017867108,10804499.98962617,0.0
11.0,47.56254932673606,10804494.627578657,0.0
12.0,45.501297793438575,10804503.237061022,1.3779139125010849
13.0,39.614192811149856,10804520.791708197,0.0
14.0,51.29803852806013,10804474.27584355,0.0
15.0,44.72725951622721,10804505.616300864,0.0
16.0,64.87301467599484,10804264.763048895,0.0
17.0,44.69590824043425,10804506.028554814,0.0
18.0,50.225669075900846,10804480.874380006,0.0
19.0,41.596729708774895,10804515.498528462,0.0
20.0,42.42203984230999,10804514.14050435,0.0
21.0,41.73062003001457,10804515.032875909,0.0
22.0,56.43578313062359,10804428.847243585,1.3455041415589506
23.0,47.78693041071612,10804493.695384452,0.0
24.0,42.43276194123015,10804513.09187802,0.0
25.0,50.83962417054549,10804477.108910583,0.0
26.0,45.25391356038675,10804504.003853634,0.0
27.0,42.94672238896281,10804511.626653602,0.0
28.0,43.917617904698204,10804508.75419342,0.0
29.0,47.630713686898815,10804494.458966583,0.0
30.0,59.904215453638784,10804379.300778858,0.0
31.0,42.57575551413608,10804512.836772148,0.0
32.0,42.434985699022654,10804513.331639864,0.0
33.0,40.86946219079559,10804517.697287664,0.0
34.0,49.88794305394934,10804483.759611005,0.0
35.0,45.81795831290199,10804501.894306928,0.0
36.0,44.012092228986454,10804508.441482369,0.0
37.0,42.37485425820722,10804513.277158886,0.0
38.0,50.75932582564491,10804477.811935224,0.0
39.0,47.0792520537786,10804496.836684413,0.0
40.0,46.609676055441376,10804498.645459736,0.0
41.0,52.66467084436368,10804464.74283525,0.0
42.0,41.06349005848765,10804517.032840846,0.0
43.0,43.660233883625544,10804509.41246756,0.0
44.0,40.611169273122044,10804518.116091011,0.0
45.0,41.9307335688299,10804514.792927062,1.3567161711266733
46.0,44.242641453724126,10804507.371202659,0.0
47.0,43.54102902691615,10804509.772752436,0.0
48.0,47.81634261562985,10804493.38521873,0.0
49.0,44.12627758900506,10804508.015586821,0.0
50.0,52.19340774075402,10804468.164886327,0.0
51.0,46.807620940670226,10804498.194837054,0.0
52.0,47.323203629059854,10804495.642169949,0.0
53.0,44.07816271820102,10804508.033982512,0.0
54.0,43.6152189385882,10804509.46171409,0.0
55.0,41.100450652829515,10804516.65771954,1.425614548522201
56.0,51.40784418113233,10804473.539514622,0.0
57.0,53.63888556963011,10804456.765762262,0.0
58.0,43.7602498848509,10804509.056876205,0.0
59.0,39.122530355149514,10804521.763284933,1.4232793780632125
60.0,43.964788896389244,10804508.304575184,1.3961543176280298
61.0,49.09455558503001,10804487.1924594,0.0
62.0,39.567638001622335,10804520.82865072,0.0
63.0,41.84803158911075,10804514.842850814,0.0
64.0,45.222464849052166,10804503.997805968,0.0
65.0,41.16478571214383,10804517.733830253,0.0
66.0,49.853464828267974,10804483.031973075,0.0
67.0,44.75324405614897,10804505.864570055,0.0
68.0,49.11528509091116,10804486.994438829,0.0
69.0,48.44836171995949,10804490.305401297,0.0
70.0,42.05358108439686,10804514.29403739,0.0
71.0,48.5551317600838,10804489.90687176,0.0
72.0,56.09309531685575,10804433.732707253,0.0
73.0,45.63539823797395,10804502.482914412,0.0
74.0,42.01651484917185,10804514.41059777,0.0
75.0,45.22177887976899,10804504.123231508,1.395501152701386
76.0,40.81417236971752,10804517.571139965,0.0
77.0,43.43390981822781,10804510.173498418,0.0
78.0,46.95147587658038,10804496.926750405,0.0
79.0,42.9981444790562,10804511.555217484,0.0
80.0,41.552182367474785,10804515.697126001,0.0
81.0,48.6589681126104,10804489.444471927,0.0
82.0,51.31143508365903,10804475.313384939,0.0
83.0,46.749540388608594,10804498.19399087,1.3162550961622879
84.0,47.43058706825359,10804494.978082769,0.0
85.0,39.13990265022932,10804521.74357922,0.0
86.0,39.42967143690598,10804521.021959728,0.0
87.0,43.61483911112463,10804509.691672014,0.0
88.0,55.7430250066942,10804436.549324874,0.0
89.0,45.02948386021079,10804504.735584315,0.0
90.0,57.32785558668745,10804417.905141212,0.0
91.0,54.146598376316874,10804452.531641731,0.0
92.0,43.29712014453162,10804510.400400974,0.0
93.0,50.4468888977177,10804479.867143191,1.3216682634184467
94.0,41.46311819120386,10804515.700129746,1.3859941278793637
95.0,44.266459043193684,10804507.396645823,0.0
96.0,47.73849665937258,10804494.790692851,0.0
97.0,45.88099629139684,10804501.665425392,0.0
98.0,40.649061021962346,10804519.007274859,0.0
99.0,56.14572527056261,10804432.116645418,0.0
